Date,District,Header,Story,Source,Attack,latitude,longitude,Propaganda,Structural Discrimination,Material Damage,Reported status
2017-09-23,Treptow-Köpenick,AfD Wahlkampfstand in Köpenick,"Die AfD hat einen Wahlkampfstand am S-Bhf. Köpenick durchgeführt. Dort verteilten sie ihr zum Teil rassistisches und homophobes Material. Die AfD ist ein Sammelbecken unterschiedlicher Kräfte und Personen, die in Teilen rechtspopulistische oder rechtsextreme Positionen vertreten.",Register Treptow-Köpenick,other,52.4539099,13.5764126,Unknown,Unknown,Unknown,Unknown
2017-09-23,Treptow-Köpenick,AfD Wahlkampfstand in Rahnsdorf,"Die AfD hat einen Wahlkampfstand ain Rahnsdorf durchgeführt. Dort verteilten sie ihr zum Teil rassistisches und homophobes Material. Die AfD ist ein Sammelbecken unterschiedlicher Kräfte und Personen, die in Teilen rechtspopulistische oder rechtsextreme Positionen vertreten.",Register Treptow-Köpenick,other,52.4358729,13.7018024,Unknown,Unknown,Unknown,Unknown
2017-09-23,Reinickendorf,Pöbeleien gegen Wahlkampfstände der LINKEN in Reinickendorf,"Während des Bundestagswahlkampfes wurde Hakan Taş, der Wahlkreiskandidat der LINKEN, mehrfach von türkischen Nationalist_innen verbal attackiert und angespuckt. Unter anderem wurde er schwulenfeindlich und rassistisch („dreckiges Blut“) beleidigt.",Wahlkreisbüro von Hakan Taş,physical,52.5711856,13.3455963,Unknown,Unknown,Unknown,Unknown
2017-09-22,Treptow-Köpenick,AfD Wahlkampfstand in Schöneweide,"Die AfD hat einen Wahlkampfstand am S-Bhf. Schöneweide durchgeführt. Dort verteilten sie ihr zum Teil rassistisches und homophobes Material.
Die AfD ist ein Sammelbecken unterschiedlicher Kräfte und Personen, die in Teilen rechtspopulistische oder rechtsextreme Positionen vertreten.",Register Treptow-Köpenick,other,52.4548738,13.5092508,Unknown,Unknown,Unknown,Unknown
2017-09-22,Treptow-Köpenick,AfD Wahlkampfstand in Friedrichshagen,"Die AfD hat einen Wahlkampfstand am Marktplatz Friedrichshagen durchgeführt. Dort verteilten sie ihr zum Teil rassistisches und homophobes Material. Die AfD ist ein Sammelbecken unterschiedlicher Kräfte und Personen, die in Teilen rechtspopulistische oder rechtsextreme Positionen vertreten.",Register Treptow-Köpenick,other,52.4493804,13.6262724,Unknown,Unknown,Unknown,Unknown
2017-09-09,Tempelhof-Schöneberg,Homophobe Beleidigung in Schöneberg,In der Nacht vom 08.09. zum 09.09.17 gegen 1.00 Uhr wurde ein 31 jähriger Mann in der Bülowstraße aus einer Gruppe heraus homophob beleidigt und es wurde im vor die Füsse gespuckt.,"Polizei Berlin, 09.09.2017",verbal,52.482157,13.3551901,Unknown,Unknown,Unknown,Unknown
2017-09-08,Mitte,LGBTIQ*-feindlicher Angriff in der Turmstraße,"Ein 20-jähriger Mann, der in Begleitung seines Freundes ist, wird gegen
1.50 Uhr in der Turmstraße von einem unbekannten Mann aus
LGBTIQ-feindlicher Motivation ins Gesicht geschlagen.",ReachOut,physical,52.5273213,13.3298643,Unknown,Unknown,Unknown,Unknown
2017-09-08,Spandau,AfD-Wahlveranstaltung auf der Zitadelle mit Nigel Farage,"Am 8. September fand eine Wahlkampfveranstaltung der AfD auf der Zitadelle statt, mit Beatrix von Storch und mit Nigel Farage von der United Kingdom Independance Party (UKIP) als Gast.
Frau von Storch fordert in ihrer Begrüßungsrede, Deutschland wider so herzustellen, wie es einmal war, es rechtsstaatlich und demokratisch und frei zu machen. Damit unterstellt sie dem jetzigen Staat, undemokratisch zu sein. Sie behauptet, es gäbe Zensur, die man angesichts eines unfairen Wahlkampfes erkennen könne. Sie erläutert eine Krise in Deutschland, die sie u.a. mit dem Islam begründet. Fälschlicherweise behauptet sie, die Neuausschreibung der öffentlichen Toiletten in Berlin sei dem ""Gender-Wahn"" des rot-rot-grünen Senates geschuldet. Am Ende ihrer Rede fordert Beatrix von Storch: ""Am 24. September holen wir uns das Land zurück!""  und lässt offen, wohin Deutschland zurückgeholt werden soll. Für alle weiteren Themen verweist sie auf das Wahlprogramm der AfD.
Im Wahlprogramm der AfD für den Bundestagswahlkampf finden sich u.a. die Forderung, zu einem konservativen Familienbild zurückzukehren ""Die AfD will, dass sich die Familienpolitik des Bundes und der Länder am Bild der Familie aus Vater, Mutter und Kindern orientiert."" Darin behauptet die AfD, durch das Grundgesetz sei nur die ""klassische"" Familie als Institut geschützt, weil nur diese ""das Staatsvolk als Träger der Souveranität hervorbringen kann."" Diese Behauptung wird im Wahlplakat der AfD ""Neue Deutsche- machen wir selbst"" aufgenommen.
Die AfD fordert die Abschaffung von Gender-Forschung und lehnt die Ausweitung der Ehe auf homosexuelle Personen ab.","https://www.youtube.com/watch?v=V71SB8E2TIk, http://www.bundestagswahl-bw.de/wahlprogramm_afd_btwahl2017.html",other,52.5547408,13.1471301,Unknown,Unknown,Unknown,Unknown
2017-09-05,Neukölln,LGBTIQ*-feindlicher Angriff in Nordneukölln,"Gegen 15 Uhr wird eine 28-jährige Frau in der Braunschweiger Straße von zwei unbekannten Männern aus transphober Motivation beleidigt. Das Eingreifen einer Passantin verhindert, dass die 28-Jährige von einem der Männer ins Gesicht geschlagen wird.
Der Polizeiliche Staatsschutz des Landeskriminalamts Berlin hat die Ermittlungen übernommen.","Polizei Berlin, Polizeimeldung Nr. 2031, ReachOut Berlin",physical,52.4707298,13.4444281,Unknown,Unknown,Unknown,Unknown
2017-09-03,Friedrichshain-Kreuzberg,AfD Wahlkampfstand an der Frankfurter Allee,"Wahlkampfstand der AfD auf dem Grünstreifen an der Frankfurter Allee. Dort verteilten sie ihr zum Teil rassistisches und homophobes Material. Die AfD ist ein Sammelbecken unterschiedlicher Kräfte und Personen, die in Teilen rechtspopulistische oder rechtsextreme Positionen vertreten.",Antifa Friedrichshain,other,52.5157192,13.4541179,Unknown,Unknown,Unknown,Unknown
2017-08-31,Neukölln,Homophob beleidigt und mit Auto attackiert in Nordneukölln,"Ein 48-Jähriger gerät am Mittag mit einem anderen Mann an einer Tankstelle in Streit. Der unbekannte Mann beleidigt den 48-Jährigen in Zuge des Streits homophob und rollt mit seinem Fahrzeug auf ihn zu, bis das Auto mit der Stoßstange gegen das Bein des 48-Jährigen stößt. Der 48-Jährige erleidet eine leichte Beinverletzung und erstattet Anzeige bei der Polizei.","Polizei Berlin, Polizeimeldung Nr. 1982",physical,52.479156,13.4347588,Unknown,Unknown,Unknown,Unknown
2017-08-31,Neukölln,LGBTIQ-feindliche Schmiererei im U-Bahnhof Neukölln,Im U-Bahnhof Neukölln wird ein Werbeplakat mit einer homophoben Beschimpfung beschmiert.,Register Charlottenburg-Wilmersdorf,verbal,52.4728332,13.455344014105442,Unknown,Unknown,Unknown,Unknown
2017-08-25,Mitte,LGBTIQ*-feindlicher Angriff im Hansaviertel,"Ein 57-jähriger Mann wird gegen 0.25 Uhr im Hansaviertel an der Straße
des 17. Juni von einem unbekannten Mann aus LGBTIQ-feindlicher
Motivation beleidigt, bedroht und mit einem Schlag gegen den Kopf zu
Boden geschlagen.",ReachOut,physical,52.5215112,13.415012390182184,Unknown,Unknown,Unknown,Unknown
2017-08-14,Neukölln,Homophobe Beschimpfung in Nordneukölln,"Auf der Karl-Marx-Straße, Ecke Flughafenstraße wird eine Person, die einen Rock trägt, pejorativ als ""so'n richtiger Homo"" beschimpft.",Register Charlottenburg-Wilmersdorf,verbal,52.46385,13.4439688,Unknown,Unknown,Unknown,Unknown
2017-07-22,Mitte,LGBTIQ-feindliche Beleidigung und Angriff auf eingreifenden Zeugen,"Ein 29-jähriger Mann, der von drei Freund_innen begleitet wird, beobachtet gegen 17.50 Uhr wie zwei Männer am späten CSD-Nachmittag von einem unbekannten Mann, der in Begleitung von zwei Kindern ist, an der Straßenbahnhaltestelle am Hauptbahnhof aus LGBTIQ-feindlicher Motivation beleidigt werden. Weil der 29-Jährige den Unbekannten zur Rede stellt, wird er von dem Täter ins Gleisbett gestoßen und verletzt. Zeug_innen greifen helfend ein und ziehen ihn von den Gleisen.","Polizei Berlin, 23.07.2017 queer.de, 23.07.2017",physical,52.5249451,13.3696614,Unknown,Unknown,Unknown,Unknown
2017-07-19,Neukölln,Homophobe Beleidigung auf der Karl-Marx-Straße,In einer Auseinandersetzung um die Einhaltung der Straßenverkehrsordnung auf der Karl-Marx-Straße werden zwei Fahrradfahrerinnen gegen 18.30 Uhr von einer Autofahrerin homophob beleidigt.,Register Neukölln,verbal,52.46385,13.4439688,Unknown,Unknown,Unknown,Unknown
2017-07-16,Neukölln,In Nordneukölln LGBTIQ*-feindlich beleidigt und angegriffen,"In der Leinestraße werden zwei Männer im Alter von 32 und 42 Jahren  kurz nach 19 Uhr aus einer fünfköpfigen Jugendgruppe heraus homophob beleidigt. Der 42-Jährige wird außerdem von den Jugendlichen attackiert und geschlagen. Zeug*innen intervenieren und verscheuchen die Angreifer zunächst. Wenig später greifen die beiden Jugendlichen den 42-Jährigen erneut an und verletzen ihn leicht, bevor sich die Jugendlichen endgültig zurückziehen.
Der Polizeiliche Staatsschutz des Landeskriminalamts ermittelt.","Polizei Berlin, Polizeimeldung Nr. 1604, Berliner Morgenpost 17.07.17",physical,52.4727459,13.4245303,Unknown,Unknown,Unknown,Unknown
2017-06-30,Neukölln,LGBTIQ-feindlicher Angriff in Nordneukölln,"Ein 24-jähriger Mann, der sich um 19.55 Uhr mit zwei Freunden in einem Imbiss an der Sonnenallee aufhält, wird von einem unbekannten Mann angegriffen. Der Unbekannte versetzt dem 24-Jährigen aus LGBTIQ-feindlicher Motivation einen Kopfstoß auf die Nase.",ReachOut Berlin,physical,52.4646466,13.4730145,Unknown,Unknown,Unknown,Unknown
2017-06-15,Mitte,LGBTIQ*-feindlicher Angriff im Wedding,"Ein 28-jähriger Mann wird gegen 4.00 Uhr in der Antwerpener Straße im
Wedding aus LGBTIQ-feindlicher Motivation beleidigt und mit einer
Bierflasche auf den Kopf geschlagen.",ReachOut,physical,52.5473313,13.3507622,Unknown,Unknown,Unknown,Unknown
2017-06-04,Tempelhof-Schöneberg,Angriff aus LGBTIQ*-feindlicher Motivation in der Motzstraße,"Am 04.06.2017 gegen 03.45 Uhr wurde ein 26-jähriger Mann in der Motzstraße von einem 19-jährigen Mann, der in Begleitung ist, aus LGBTIQ-feindlicher Motivation beleidigt und geboxt. Der 26-Jährige hatte den 19-Jährigen aufgefordert, das Lokal zu verlassen.",ReachOut,physical,52.49732,13.3468847,Unknown,Unknown,Unknown,Unknown
2017-06-02,Mitte,LGBTIQ-feindlicher körperlicher Angriff,Ein 47-jähriger Mann wird gegen 17.00 Uhr in der Klopstockstraße aus homofeindlicher Motivation von vier bis fünf unbekannten Personen körperlich angegriffen.,ReachOut,physical,52.5137394,13.3379838,Unknown,Unknown,Unknown,Unknown
2017-05-30,Friedrichshain-Kreuzberg,Mitarbeiter eines Friseurgeschäftes in der Frankfurter Allee wird homophob beleidigt und verletzt,"Ein 50-jähriger Mitarbeiter eines Friseurgeschäftes in der Frankfurter Allee wird gegen 14.40 Uhr von einem unbekannten Mann homophob beleidigt, in den Nacken geschlagen und verletzt.
Polizei Berlin, 31.05.2017 (http://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.595888.php)Tagesspiegel, 31.05.2017 (http://www.tagesspiegel.de/berlin/polizei-justiz/berlin-friedrichshain-f...)Berliner Zeitung, 31.05.2017 (http://www.berliner-zeitung.de/berlin/polizei/streit-um-gratisproben-man...)",ReachOut Berlin,physical,52.5157192,13.4541179,Unknown,Unknown,Unknown,Unknown
2017-05-28,Charlottenburg-Wilmersdorf,Homophobie in Westend,"Am 28. Mai 2017 weigerte sich der Vorstand des Vereins Tennis Borussia Berlin, beim Fußballspiel der Herrenoberliga eine Vereinsfahne in Regenbogenfarben im Stadion aufzuhängen. Dies hatte die Vereinsmitgliederversammlung im Vorjahr beschlossen, seitdem war der Beschluss nicht umgesetzt worden und eingefordert worden. Fans hatten das Hissen der Regenbogenfahne am 14. Mai selbst in die Hand genommen. Am 28. Mai 2017 wies der Vorstand den Ordnerdienst an, die erneut von den Fans aufgehängte Fahne wieder abzunehmen. Anhänger*innen stellten sich jedoch vor den Mast. Ein Ordner beschimpfte während der Auseinandersetzung Fans des Vereins als ""linkes Zeckenpack"". Am 1. Juni entschied der Vereinsvorstand, dass die Fahnen künftig hängen würden.","Tagesspiegel 01.06.17, Neues Deutschland 30.05.17, B.Z. 30.05.17, Fußballfans gegen Homophobie 01.06.17,der lila kanal Journal 29.05.17",verbal,52.5133992,13.2558416,Unknown,Unknown,Unknown,Unknown
2017-05-26,Neukölln,Homophober Angriff am Hermannplatz,"Gegen 14.50 Uhr wird ein 35-Jähriger auf dem Hermannplatz aus einer Gruppe von Frauen, Männern und Kindern heraus zunächst homophob beleidigt. Kurz darauf schlagen und treten die Männer der Gruppe den 35-Jährigen. Eine Passantin greift ein, bringt den Betroffenen in Sicherheit und ruft die Polizei.","Polizei Berlin, Polizeimeldung Nr. 1208, Tagesspiegel 27.05.2017",physical,52.48693485,13.424673198083719,Unknown,Unknown,Unknown,Unknown
2017-05-21,Mitte,Angriff auf schwules Paar,"Am Mittag des 21.05.2017 wurde ein Mann in Mitte mit Fäusten in den Rücken geschlagen. Den Angaben des 46 Jahre alten Opfers und seines 26-jährigen Lebensgefährten zufolge seien beide Hand in Hand gegen 13 Uhr die Münzstraße entlang gegangen. Ein Mann lief plötzlich dicht hinter ihnen. An der Ecke Neue Schönhauser Straße habe der 46-Jährige ihn angesprochen, er solle nicht so dicht hinter ihnen laufen. Dieser habe sein Tun aber weiter fortgesetzt und dem 46-Jährigen außerdem mit den Fäusten in den Rücken geschlagen. Alarmierten Polizisten sagte der 45-Jährige dann später, ihm habe es nicht gepasst, dass das Paar Hand in Hand gelaufen sei. Geschlagen habe er ihn allerdings nicht, so seine Aussage. Der 46-Jährige trug leichte Verletzungen davon. Die Polizisten brachten den vorläufig Festgenommenen zu einer Gefangenensammelstelle, in der er sich einer erkennungsdienstlichen Behandlung unterziehen musste, bevor er seinen Weg fortsetzen durfte.",Polizeimeldung und Queer.de,physical,52.5245855,13.4049078,Unknown,Unknown,Unknown,Unknown
2017-05-14,Treptow-Köpenick,AfD beim Bölschefest Friedrichshagen,"Wie bereits am 13. Mai war die AfD auch am 14. Mai mit einem Stand auf dem Bölschefest in Friedrichshagen vertreten. Dort konnten sie ihr zum Teil rassistisches und homophobes Material ausgeben.
Die AfD ist ein Sammelbecken unterschiedlicher Kräfte und Personen, die in Teilen rechtspopulistische oder rechtsextreme Positionen vertreten.",Register Treptow-Köpenick,other,52.4493804,13.6262724,Unknown,Unknown,Unknown,Unknown
2017-05-13,Treptow-Köpenick,AfD beim Bölschefest Friedrichshagen,"Am 13. Mai fand das Bölschefest in Friedrichshagen statt. Unter anderem war auch die AfD Treptow-Köpenick mit einem Stand vertreten. Dort konnten sie ihr zum Teil rassistisches und homophobes Material ausgeben.
Die AfD ist ein Sammelbecken unterschiedlicher Kräfte und Personen, die in Teilen rechtspopulistische oder rechtsextreme Positionen vertreten.",Register Treptow-Köpenick,other,52.4493804,13.6262724,Unknown,Unknown,Unknown,Unknown
2017-04-09,Neukölln,LGBTIQ-feindlicher Angriff in Nordneukölln,"Ein 23-jähriger Mann wird gegen 17 Uhr in der Boddinstraße von drei unbekannten Jugendlichen aus LGBTIQ-feindlicher Motivation beleidigt. Der 23-Jährige wird zu Boden gestoßen, als die Jugendlichen versuchen, ihm die Hose herunterzuziehen.",ReachOut Berlin,physical,52.4805105,13.430963,Unknown,Unknown,Unknown,Unknown
2017-02-25,Friedrichshain-Kreuzberg,LGBTIQ-feindlicher Angriff in der Grünberger Straße,"Gegen 3.10 Uhr werden zwei 19-jährige Männer in der Grünberger Straße von einem unbekannten Mann aus  LGBTIQ-feindlicher Motivation
angegriffen.",ReachOut Berlin,physical,52.5126811,13.4512213,Unknown,Unknown,Unknown,Unknown
2017-01-24,Mitte,Homo-feindlich beleidigt und angegriffen,Zwei Männer werden gegen 20.10 Uhr in der Dircksenstraße von zwei 18-jährigen Frauen und einem 17- und einem 19-jährigen Mann aus homofeindlicher Motivation beleidigt und angegriffen., ReachOut,verbal,52.5213665,13.4119355,Unknown,Unknown,Unknown,Unknown
2017-01-20,Marzahn-Hellersdorf,LGBTIQ-feindlicher Angriff in Hellersdorf,Gegen 23.15 Uhr wird eine 23-jährige Frau in der Alten Hellersdorfer Straße aus einer Gruppe von Jugendlichen heraus aus LGBTIQ-feindlicher Motivation beleidigt und geschlagen.,ReachOut,physical,52.5368537,13.6047745,Unknown,Unknown,Unknown,Unknown
2018-12-31,Mitte,Homophober Angriff im Wedding,"Ein Mann wurde im Wedding auf offener Straße homophob beleidigt, mit einem Messer angegriffen und mehrfach verletzt. Zum Schutz des Betroffenen werden das reale Datum und weitere Angaben nicht angegeben.",Opferhilfe e.V.,physical,52.550123,13.34197,Unknown,Unknown,Unknown,Unknown
2018-12-18,Friedrichshain-Kreuzberg,Transfeindliche Beleidigung in Kreuzberg,Eine junge Frau beleidigte in den Mehringhöfen in Kreuzberg eine Frau in transfeindlicher Weise und spricht ihr das Frausein ab.,Bürger_Innen-Meldung,verbal,52.4976443,13.411914,Unknown,Unknown,Unknown,Unknown
2018-12-02,Mitte,Homophober Angriff in Moabit,"Gegen 6.30 Uhr wurde ein schwules Paar, das Händchen haltend die Kreuzung Beussel- Ecke Turmstraße überquerte, zunächst von einem 30-jährigen Mann homophob beleidigt, der unter anderem sagte: ""Schwule Säue, wegen euch geht die Welt zugrunde."" Nach einem kurzen Wortwechsel ging der Pöbler auf das Paar zu und schlug einem der Männer mit der Faust in das Gesicht. Im anschließenden Gerangel schlug der Angreifer auch dem anderen Mann in das Gesicht und beschädigte dessen Brille. Einer der Angegriffenen erlitt bei dem Angriff einen Nasenbeinbruch und musste zur weiteren Behandlung in ein Krankenhaus. Sein Begleiter erlitt eine Platzwunde im Gesicht, die ambulant behandelt wurde. 
Die alarmierte Polizei nahm den Angreifer fest. Der Polizeiliche Staatsschutz beim Landeskriminalamt ermittelt.","Polizeimeldung Nr. 2528 vom 02.12.2018, queer.de vom 02.12.2018",physical,52.5301017,13.3425422,Unknown,Unknown,Unknown,Unknown
2018-11-28,Charlottenburg-Wilmersdorf,Antisemitische und homophobe Beleidigung und Angriff in Grunewald,"Am 28. November 2018 wurde ein Mann am S-Bahnhof Grunewald von einem anderen Mann antisemitisch und homophob beleidigt und körperlich angegriffen. Der Mann war nachmittags versehentlich gegen einen anderen Mann gestoßen und wurde daraufhin antisemitisch und homophob beleidigt. Als er sich auch beleidigend geäußert habe, wurde er geschlagen und ist daraufhin zu Boden gefallen. Er wurde am Knie und im Gesicht verletzt.",Polizeimeldung Nr. 2493,physical,52.4879458,13.262845537994352,Unknown,Unknown,Unknown,Unknown
2018-11-27,Steglitz-Zehlendorf,Rechte Aufkleber an Bushaltestelle,"An der Bushaltestelle Manteuffelstraße waren zwei Aufkleber mit der Aufschrift ""Refugees not welcome"" und ""Gender mich nicht voll"" entdeckt und entfernt. Die Aufkleber verweisen auf die Website widerstand.info, ein extrem rechtes Versandhaus.",Bürger*innenmeldung,other,52.4439366,13.3083634,Unknown,Unknown,Unknown,Unknown
2018-11-17,Neukölln,In Nordneukölln LGBTIQ-feindlich beleidigt und ins Gesicht geschlagen,Gegen 0.35 Uhr wurde ein 37-jähriger Mann vor seinem Wohnhaus in der Sonnenallee aus LGBTIQ-feindlicher Motivation beleidigt und ins Gesicht geschlagen.,ReachOut Berlin,physical,52.4646466,13.4730145,Unknown,Unknown,Unknown,Unknown
2018-11-05,Mitte,LGBTIQ*feindlicher Angriff in Mitte,Eine 28-jährige Transfrau wird gegen 22.00 Uhr in einem Supermarkt in der Alex-Wedding-Straße in Mitte von unbekannten Tätern mit einem Getränkebecher beworfen.,ReachOut,physical,52.5246175,13.4145473,Unknown,Unknown,Unknown,Unknown
2018-10-10,Marzahn-Hellersdorf,LGBTIQ*feindliche Beleidigung in Hellersdorf,An der Tram-Haltestelle Hellersdorf wird eine Person LGBTIQ*-feindlich beleidigt. Kurz darauf spuckt der Mann der betroffenen Person vor die Füße.,Register Marzahn-Hellersdorf,verbal,52.5368537,13.6047745,Unknown,Unknown,Unknown,Unknown
2018-09-26,Neukölln,LGBTIQ-feindlicher Angriff in Nordneukölln,"Ein 20-Jähriger wurde gegen 15 Uhr von einer Männergruppe LGBTIQ-feindlich beleidigt. Der Vorfall ereignete sich vor der Wohnung des Betroffenen, in der Nähe des S-Bahnhofs Neukölln. Nachdem der 20-jährige Mann in seine Wohnung ging, wurde ein Fenster seiner Wohnung mit einem Stein eingeworfen. Der Betroffene blieb unverletzt.
Der Polizeiliche Staatsschutz des Landeskriminalamts hat die Ermittlungen übernommen.","Polizei Berlin, Polizeimeldung Nr. 2014",physical,52.4157521,13.4336877,Unknown,Unknown,Unknown,Unknown
2018-09-04,Mitte,LGBTIQ*-feindliche Äußerungen,"Gegen Mittag äußerte sich ein Mann in der Brüsseler Straße feindlich gegenüber den Personengruppen der Homo- und Bisexuellen. Nebst der Äußerung, dass Homosexualität eine freie Entscheidung der jeweiligen Personen wäre, sei Bisexualität als krankhaft zu bezeichnen. Ferner verglich er homosexuelle mit  pädophilen und sodomitischen Handlungen.",Registerstelle Berlin-Mitte,other,52.5472238,13.3505749,Unknown,Unknown,Unknown,Unknown
2018-09-03,Mitte,LGBTIQ*-feindlicher Angriff in Tiergarten,Ein 53-jähriger Mann wird gegen 19.30 Uhr vor seinem Wohnhaus in der Potsdamer Straße aus einer Personengruppe heraus aus LGBTIQ-feindlicher Motivation beleidigt. Der 53-Jährige wird von einer Person mit der Hand ins Gesicht geschlagen.,"Polizei Berlin, 16.10.2018",physical,52.5062815,13.3683612,Unknown,Unknown,Unknown,Unknown
2018-08-28,Pankow,LGBTIQ-feindlicher Angriff im Prenzlauer Berg,Gegen 18.05 Uhr wird ein 46-jähriger Mann in einer Seitenstraße der Senefelder Straße von einem 53-jährigen Mann aus LGBTIQ-feindlicher Motivation beleidigt und geschlagen.,ReachOut,physical,52.5414868,13.4228141,Unknown,Unknown,Unknown,Unknown
2018-08-21,Neukölln,In Nordneukölln LGBTIQ-feindlich attackiert,"Gegen 21.45 Uhr wurden zwei Männer, 25 und 26 Jahre alt, in der Hertastraße von zwei Unbekannten LGBTIQ-feindlich beleidigt. Der 25-Jährige wurde geschlagen und getreten. Als der Betroffene auf dem Boden lag, bewarfen ihn die beiden unbekannten Männer mit Pflastersteinen.","ReachOut Berlin, Polizei Berlin, Polizeimeldung Nr. 1728",physical,52.4651582,13.4335725,Unknown,Unknown,Unknown,Unknown
2018-08-19,Neukölln,LGBTIQ-feindlich motivierte Bedrohung in Nordneukölln,Gegen 23 Uhr beleidigte und bedrohte ein Mann eine Frau in der Isarstraße LGBTIQ-feindlich. Der Mann äußerte Todesdrohungen gegen die Betroffene. Anwesende Passant*innen griffen nicht ein.,Register Neukölln,verbal,52.4811073,13.4318124,Unknown,Unknown,Unknown,Unknown
2018-08-19,Neukölln,LGBTIQ-feindliche Beleidigung in Nordneukölln,Auf dem Bahnsteig der U-Bahnstation Rathaus Neukölln wurde eine Frau gegen 15 Uhr aus einer Personengruppe heraus transfeindlich beleidigt.,Register Neukölln,verbal,52.48156365,13.436514485897078,Unknown,Unknown,Unknown,Unknown
2018-08-15,Neukölln,LGBTIQ-feindlicher Angriff in der Flughafenstraße,Ein 31-jähriger Mann wird gegen 20.05 Uhr in einer Seitenstraße der Flughafenstraße von einem 47-jährigen Nachbarn aus LGBTIQ-feindlicher Motivation beleidigt und ins Gesicht geschlagen.,"ReachOut, Polizei Berlin, 12.12.2018",physical,52.4804633,13.4223891,Unknown,Unknown,Unknown,Unknown
2018-08-14,Neukölln,LGBTIQ-feindliche Beleidigung in Nordneukölln,Gegen 21 Uhr beleidigte eine Gruppe von 10 Männern eine Frau in der Boddinstraße LGBTIQ-feindlich. Die Männern machten zunächst effminierte Gesten in Richtung der Frau und riefen ihr dann ein LGBTIQ-feindliches Schimpfwort hinterher.,Register Neukölln,verbal,52.4805105,13.430963,Unknown,Unknown,Unknown,Unknown
2018-07-30,Mitte,LGBTIQ*-feindlicher Angriff auf dem Hansaplatz,Zwei Männer im Alter von 49 und 56 Jahren werden gegen 17.00 Uhr auf dem Hansaplatz von einer 22-jährigen Frau und einem 32-jährigen Mann aus LGBTIQ-feindlicher Motivation beleidigt und geschlagen.,"Polizei Berlin, 16.10.2018",physical,52.51774975,13.34214142699846,Unknown,Unknown,Unknown,Unknown
2018-07-26,Steglitz-Zehlendorf,Abmahnung wegen Kleid,"In einer Kita in Zehlendorf erhielt ein Mitarbeiter, weil er zur Arbeit in einem Kleid erschien, eine Abmahnung seitens der Arbeitgeber*innen nachdem sich Eltern beschwerten. Dies ist ein transfeindliches Vorgehen und somit diskriminiert, da die Nicht-Einhaltung binärer Geschlechternormen als Grund für eine Abmahnung genutzt wurde.",Bürger*innenmeldung,other,52.4343217,13.2589298,Unknown,yes,Unknown,Unknown
2018-07-23,Treptow-Köpenick,LGBTIQ*-feindlicher Angriff in Baumschulenweg,Gegen 22.05 Uhr wurde eine 51-jährige Person in einem Lokal in der Baumschulenstraße von einem unbekannten Mann aus LGBTIQ*-feindlicher Motivation beleidigt und zu Boden gestoßen.,Polizei Berlin,physical,52.4613717,13.48196,Unknown,Unknown,Unknown,Unknown
2018-07-22,Tempelhof-Schöneberg,"Antisemitische Propaganda beim lebisch-schwulen ""Motzstraßenfest""","Auch ein in Berlin bekannter Antisemit versuchte, das Straßenfest als Bühne zu nutzen. Der Mann zeigt regelmäßig an öffentlichen Plätzen und auf Demonstrationen Plakate mit NS-relativierenden Inhalten. Auf ihnen werden u.a. der Begriff „Nazi“ von „Nationalistisch Zionistisch“ abgeleitet und Zionist_innen als Faschist_innen bezeichnet. Am Sonntag wurde der Mann kurz nach seinem Erscheinen durch die Verantwortlichen vom Gelände des Festes verwiesen. Nach einer kurzen Feststellung der Personalien durch die Polizei durfte er seine antisemitischen Schilder jedoch vor dem Eingang zum Fest zeigen.",Recherche- und Informationsstelle Antisemitismus (RIAS),other,52.48029785,13.388632835144346,Unknown,Unknown,Unknown,Unknown
2018-07-20,Mitte,LGBTIQ*feindlicher Angriff mit Beraubung im Tiergarten,"Ein 34-jähriger Mann, der mit einem Freund gegen 20.00 Uhr im Tiergarten sitzt, wird von drei Jugendlichen aus LGBTIQ-feindlicher Motivation angesprochen und von einem 14- und einem 15-Jährigen geschlagen und währenddessen beraubt.","Polizei Berlin, 16.10.2018, ReachOut",physical,52.5097776,13.3572597,Unknown,Unknown,Unknown,Unknown
2018-06-27,Neukölln,BVV Neukölln: Rassismus und Diskreditierung zivilgesellschaftlichen Engagements,"Eine mündliche Anfrage der AfD thematisierte „Maßnahmen gegen Übergriffe auf sexuelle Minderheiten“. Ein Verordneter der AfD implizierte auf rassistische Weise in seiner Wortmeldung, dass eine veränderte Bevölkerungszusammensetzung und kulturelle Hintergründe ursächlich für einen Anstieg der Angriffe auf LGBTIQ sein könnten. Auf diese Weise wurde LGBTIQ-Feindlichkeit als Problem der ""Anderen"" dargestellt, in diesem Fall Geflüchtete und Migrant*innen. Hier beschwört die AfD ein Feindbild herauf und lenkt so von den eigenen ausgrenzenden Positionen ab.
Anlässlich einer Großen Anfrage wurde außerdem die Arbeit des zivilgesellschaftlichen Bündnis Neukölln diskreditiert, indem das Bündnis mit linken Straftaten und kriminellen Handlungen assoziiert wurde.","Register Neukölln, Mobile Beratung gegen Rechtsextremismus Berlin",physical,52.4811497,13.4353501,Unknown,Unknown,Unknown,Unknown
